Year,Campus,Discipline,Net Stipend,Source
2009,Santa Cruz,Physical Sciences,20205,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Professional,12119,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Social Sciences,12634,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Total,15667,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Engineering & CS,22542,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Fine Arts,19320,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Health Sciences,17622,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Humanities,19506,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Life Sciences,25227,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Other,20034,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Physical Sciences,23614,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Professional,14950,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Social Sciences,20150,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Total,21514,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Engineering & CS,14543,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Fine Arts,13777,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Health Sciences,49779,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Humanities,17842,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Life Sciences,19393,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Other,16384,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Physical Sciences,20502,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Professional,2151,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Social Sciences,16043,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Total,16949,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Engineering & CS,14508,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Fine Arts,13752,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Humanities,15551,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Life Sciences,25479,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Other,19742,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Physical Sciences,21336,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Professional,17818,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Social Sciences,17661,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Total,18467,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Engineering & CS,13050,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Fine Arts,14868,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Health Sciences,16294,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Humanities,19281,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Life Sciences,25436,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Other,13557,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Physical Sciences,24364,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Professional,14191,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Social Sciences,18580,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Total,18771,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Engineering & CS,21407,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Life Sciences,25381,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Other,20641,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Physical Sciences,20098,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Social Sciences,17079,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Total,21587,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Joint/Unknown,21867,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Engineering & CS,15715,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Fine Arts,2960,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Humanities,17210,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Life Sciences,20782,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Physical Sciences,20761,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Professional,-289,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Social Sciences,11056,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Total,15740,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Engineering & CS,17966,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Fine Arts,13276,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Humanities,17173,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Life Sciences,23984,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Other,21721,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Physical Sciences,22855,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Professional,4412,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Social Sciences,19119,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Total,19577,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Francisco,Engineering & CS,24829,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Francisco,Health Sciences,14778,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Francisco,Life Sciences,24436,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Francisco,Social Sciences,8593,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Francisco,Total,21094,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Engineering & CS,22256,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Fine Arts,12876,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Humanities,14363,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Life Sciences,21451,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Other,16464,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Physical Sciences,22154,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Professional,2613,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Social Sciences,13919,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Barbara,Total,16767,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Engineering & CS,13478,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Fine Arts,17020,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Humanities,16136,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Life Sciences,18181,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Other,14580,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Physical Sciences,21087,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Professional,6977,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Social Sciences,13703,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Santa Cruz,Total,16614,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Engineering & CS,22919,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Fine Arts,20465,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Health Sciences,20896,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Humanities,21408,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Life Sciences,25030,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Other,21825,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Physical Sciences,25771,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Professional,16219,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Social Sciences,21260,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Berkeley,Total,22613,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Engineering & CS,15758,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Fine Arts,15186,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Health Sciences,48329,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Humanities,18223,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Life Sciences,20044,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Other,17063,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Physical Sciences,21240,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Professional,11900,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Social Sciences,16444,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Davis,Total,18421,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Engineering & CS,13785,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Fine Arts,12376,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Humanities,15198,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Life Sciences,25503,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Other,19912,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Physical Sciences,22745,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Professional,19088,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Social Sciences,16237,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Irvine,Total,18287,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Engineering & CS,15339,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Fine Arts,15160,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Health Sciences,15877,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Humanities,21427,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Life Sciences,26169,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Other,15128,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Physical Sciences,26502,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Professional,15461,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Social Sciences,20342,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Los Angeles,Total,20346,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Merced,Engineering & CS,25246,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Merced,Life Sciences,23673,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Merced,Other,22232,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Merced,Physical Sciences,21470,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Merced,Social Sciences,20348,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Merced,Total,23051,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Engineering & CS,15224,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Fine Arts,1109,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Humanities,18344,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Life Sciences,19472,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Physical Sciences,20855,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Professional,1010,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Social Sciences,12299,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Riverside,Total,15808,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Engineering & CS,17779,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Fine Arts,13098,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Health Sciences,44269,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Humanities,20761,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Life Sciences,24591,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Other,24350,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Physical Sciences,23476,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Professional,4816,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Social Sciences,18667,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Total,19859,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Diego,Joint/Unknown,20463,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Francisco,Engineering & CS,27594,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Francisco,Health Sciences,10611,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Francisco,Life Sciences,18375,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Francisco,Social Sciences,8605,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,San Francisco,Total,13966,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Engineering & CS,21540,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Fine Arts,12783,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Humanities,14625,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Life Sciences,20627,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Other,17299,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Physical Sciences,22196,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Professional,4936,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Social Sciences,13530,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Barbara,Total,16807,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Engineering & CS,14187,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Fine Arts,10533,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Humanities,15274,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Life Sciences,18568,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Other,12380,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Physical Sciences,21490,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Professional,4404,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Social Sciences,13008,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Total,16279,"""Graduate Student Support"" Excel sheets (copy-paste)"
2011,Santa Cruz,Joint/Unknown,4569,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Engineering & CS,29471,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Fine Arts,22172,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Health Sciences,21562,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Humanities,22827,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Life Sciences,27226,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Other,25078,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Physical Sciences,29505,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Professional,18481,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Social Sciences,24470,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Total,26213,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Berkeley,Joint/Unknown,-3036,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Engineering & CS,16178,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Fine Arts,17043,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Health Sciences,46230,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Humanities,20148,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Life Sciences,22295,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Other,21382,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Physical Sciences,22572,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Professional,13791,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Social Sciences,18815,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Davis,Total,20192,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Engineering & CS,17382,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Fine Arts,14042,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Humanities,17149,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Life Sciences,27869,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Other,26138,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Physical Sciences,24977,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Professional,20870,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Social Sciences,18659,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Irvine,Total,20963,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Engineering & CS,15379,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Fine Arts,17533,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Health Sciences,13193,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Humanities,21018,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Life Sciences,26335,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Other,12776,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Physical Sciences,26221,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Professional,17108,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Social Sciences,19763,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Total,20352,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Los Angeles,Joint/Unknown,18994,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Merced,Engineering & CS,26931,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Merced,Life Sciences,25844,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Merced,Other,24345,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Merced,Physical Sciences,24748,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Merced,Social Sciences,24269,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Merced,Total,25462,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Merced,Joint/Unknown,23169,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Engineering & CS,17915,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Fine Arts,9838,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Humanities,18815,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Life Sciences,21382,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Physical Sciences,22114,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Professional,2952,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Social Sciences,14454,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Riverside,Total,17866,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Engineering & CS,18327,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Fine Arts,15177,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Health Sciences,20784,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Humanities,20151,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Life Sciences,25732,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Other,25382,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Physical Sciences,24512,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Professional,4824,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Social Sciences,19561,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Diego,Total,20670,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Francisco,Engineering & CS,19421,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Francisco,Health Sciences,19758,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Francisco,Life Sciences,32401,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Francisco,Social Sciences,15876,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Francisco,Total,25855,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,San Francisco,Joint/Unknown,28594,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Santa Barbara,Engineering & CS,22400,"""Graduate Student Support"" Excel sheets (copy-paste)"
2012,Santa Barbara,Fine Arts,14890,"""Graduate Student Support"" Excel sheets (copy-paste)"
